user_id,item_id
2455,13512260
2455,857540
2455,841606
2455,12301839
2455,1075293
2455,997796
2455,952163
2455,933835
2455,13213107
2455,5568721
2455,5569374
2455,6979241
2455,959316
2455,849202
2455,1055022
2455,8358065
2455,12428017
2455,902172
2455,1106523
2455,983584
2455,5592931
2455,12301109
2455,838186
2455,866488
2455,5568378
2455,883819
2455,951169
2455,5572738
2455,12582055
2455,1083118
2455,826666
2455,12172071
2455,5571176
2455,966684
2455,1027168
2455,10121984
2455,13213202
2455,12781777
2455,15483641
510,1127831
510,850676
510,1098892
510,819969
510,833724
510,1131115
510,980246
510,866211
510,1070820
510,901062
510,881436
510,15574283
510,985999
510,8293343
510,944836
510,963868
510,929018
510,9677277
510,5570109
510,8203834
510,883616
510,9837807
510,1131529
510,1112205
510,980823
510,5568729
510,897954
510,1061982
510,952972
510,1003649
510,1012627
510,1055425
510,891961
510,5577022
510,1078666
510,1029743
510,1075175
510,854852
510,1117128
510,1127179
510,5567601
510,12301109
510,839656
510,1047190
510,6034857
510,904435
510,1081177
510,1080989
510,12301073
510,9837404
844,5566472
844,1127831
844,1014689
844,1026118
844,998912
844,915787
844,963683
844,923670
844,9676767
844,5569893
844,9859060
844,897274
844,1027168
844,9553150
844,835279
844,1045337
844,1084066
844,951561
844,1097237
844,1003616
844,8067309
844,954673
844,8011268
844,8090440
844,986912
844,12263091
844,1079913
844,1123146
844,1051468
844,1023720
844,933835
844,8203342
844,866878
844,848319
844,916122
844,869500
844,6602447
844,934087
844,1022097
844,7466252
844,6602404
844,848765
844,1125601
844,14106445
844,7139529
844,1044078
844,9835509
844,1128016
844,1096261
844,1135476
1453,1092588
1453,12171656
1453,986912
1453,878996
1453,1127831
1453,9242918
1453,1051468
1453,1062128
1453,6034857
1453,1043787
1453,862010
1453,5574045
1453,1063347
1453,1070559
1453,1136719
1453,5569845
1453,930118
1453,9485437
1453,1105488
1453,916122
1453,918096
1453,944137
1453,1031581
1453,8090440
1453,866211
1453,6602697
1453,852856
1453,1061982
1453,6602440
1453,8293426
1453,991223
1453,887102
1453,991230
1453,829852
1453,1096738
1453,1098167
1453,854754
1453,1101445
1453,7139529
1453,5578547
1453,9483757
1453,1099319
1453,903800
1453,12988031
1453,6533717
1453,1003257
1453,835279
1453,869835
1453,911713
1453,1044324
1462,997423
1462,885290
1462,1011926
1462,890695
1462,6391381
1462,1080853
1462,1062002
1462,1060543
1462,10457375
1462,941658
1462,908318
1462,12263339
1462,6464027
1462,1035676
1462,882604
1462,1073546
1462,992730
1462,9856740
1462,1059229
1462,9194383
1462,951412
1462,989683
1462,12263463
1462,6513559
1462,993085
1462,9296855
1462,854852
1462,1127831
1462,861990
1462,916122
1462,9833335
1462,820486
1462,936914
1462,1101932
1462,1066923
1462,9487342
1462,868868
1462,1031447
1462,5585866
1462,958208
1462,1000753
1462,1131382
1462,996114
1462,833849
1462,1127328
1462,887503
1462,939275
1462,851903
1462,6633078
1462,968072
720,1056212
720,1115069
720,1055504
720,879734
720,1055044
720,863447
720,909714
720,865174
720,909744
720,967205
720,5565904
720,911614
720,874853
720,6703892
720,868389
720,5563693
720,13002975
720,1112766
720,913210
720,8276172
720,847573
720,9878544
720,12262491
720,13073225
720,1098248
720,831628
720,1094280
720,5568179
720,901997
720,895268
720,873044
720,6423993
720,1011692
720,12731434
720,12984929
720,13381584
720,1139638
720,12731701
720,1096509
720,978265
720,1110916
720,1092730
720,8016028
720,999189
720,6533581
720,5568758
720,1098844
720,1090784
720,1029743
720,1106523
287,1106523
287,10204543
287,10204440
287,5568729
287,832492
287,10204149
287,997272
287,1048332
287,1069312
287,9297310
287,1072968
287,862671
287,848319
287,825621
287,981493
287,1079395
287,5590695
287,9677543
287,1008400
287,6442870
287,9297055
287,895166
287,945649
287,1079913
287,1072519
287,872137
287,5569230
287,969866
287,1075214
287,865392
287,932863
287,854405
287,9187298
287,1072086
287,889105
287,1118033
287,1138467
287,977508
287,9677366
287,1127831
287,998741
287,1053022
287,1011303
287,5567876
287,1128240
287,10198378
287,5591814
287,10149640
287,8090537
287,9677149
2465,856252
2465,10344585
2465,986912
2465,837304
2465,9268043
2465,843464
2465,874563
2465,944172
2465,1029479
2465,882604
2465,861021
2465,997700
2465,844179
2465,871611
2465,969866
2465,993379
2465,1074333
2465,6464086
2465,13512734
2465,1124432
2465,1025535
2465,7139529
2465,997080
2465,993638
2465,1092878
2465,5570595
2465,8065410
2465,1069003
2465,999270
2465,1137284
2465,885863
2465,944534
2465,1136524
2465,883003
2465,12301109
2465,947858
2465,910673
2465,955914
2465,938463
2465,1044759
2465,823862
2465,9859133
2465,890423
2465,1048727
2465,1070304
2465,1087695
2465,1107839
2465,1103629
2465,1087753
2465,6391134
2247,1106523
2247,1044078
2247,872137
2247,916122
2247,1042544
2247,902172
2247,863447
2247,983584
2247,989069
2247,1065538
2247,1104649
2247,832678
2247,6602643
2247,1000753
2247,829138
2247,919963
2247,909269
2247,1022254
2247,1115069
2247,972143
2247,844179
2247,1072917
2247,866211
2247,874972
2247,1083787
2247,1058214
2247,1025535
2247,1033046
2247,987044
2247,7139529
2247,1116376
2247,841236
2247,5590695
2247,12757140
2247,1102207
2247,859154
2247,898869
2247,927695
2247,865456
2247,956486
2247,12301177
2247,1100705
2247,896613
2247,930666
2247,12262778
2247,909714
2247,1042438
2247,933835
2247,1075214
2247,1128016
97,1075368
97,1060318
97,1034176
97,6463752
97,926905
97,1004436
97,1020823
97,6514030
97,844179
97,896862
97,1060292
97,6034857
97,12349795
97,912620
97,12301405
97,825365
97,835618
97,999858
97,13416783
97,880888
97,834117
97,835098
97,874972
97,913210
97,883003
97,1072693
97,1124432
97,13213240
97,976199
97,895680
97,865456
97,1046584
97,5981072
97,1016782
97,1106523
97,999270
97,1136524
97,856942
97,12731714
97,1089025
97,916122
97,947798
97,941361
97,966619
97,8019805
97,1033046
97,1030981
97,12810393
97,1130375
97,7166863
676,1095227
676,1106523
676,917033
676,9677200
676,848878
676,957951
676,899624
676,1013928
676,1081177
676,1044078
676,5569135
676,907631
676,862335
676,820321
676,10204543
676,926905
676,845307
676,947798
676,823704
676,1042438
676,1016800
676,1110244
676,1123022
676,1118033
676,885697
676,10204149
676,908224
676,972665
676,12810393
676,1092937
676,1060872
676,832678
676,5569230
676,1042907
676,823365
676,1069522
676,865456
676,1070702
676,8065410
676,973135
676,830686
676,1056778
676,939546
676,937292
676,10204440
676,1108131
676,844179
676,999270
676,866211
676,1089954
843,1035207
843,1081177
843,1106523
843,8205418
843,1042544
843,1055155
843,1060872
843,1115971
843,896163
843,8116306
843,1026118
843,899624
843,1029743
843,5568489
843,1139915
843,845208
843,15716073
843,5568378
843,9419525
843,9245108
843,1103105
843,13910296
843,819840
843,905087
843,1092118
843,844179
843,1028230
843,854852
843,861279
843,5569230
843,999714
843,983584
843,1083446
843,8276172
843,1090793
843,1133312
843,1110695
843,871061
843,970605
843,958233
843,7409874
843,992826
843,962671
843,1024051
843,998119
843,964490
843,1122961
843,6534578
843,1115259
843,13877192
1566,943940
1566,1118623
1566,976199
1566,936741
1566,13910297
1566,861279
1566,1080267
1566,13115501
1566,12810389
1566,8160468
1566,7441192
1566,896862
1566,851528
1566,1070702
1566,839485
1566,1051323
1566,1004906
1566,871061
1566,12262992
1566,867240
1566,1025326
1566,1082141
1566,883202
1566,957951
1566,1029743
1566,1129082
1566,823721
1566,874972
1566,1046756
1566,995965
1566,999779
1566,7167864
1566,1095587
1566,845894
1566,824291
1566,13115809
1566,895295
1566,13008334
1566,6772690
1566,1121360
1566,870195
1566,994614
1566,12262978
1566,849202
1566,1000753
1566,833169
1566,1029688
1566,938138
1566,952163
1566,999714
1310,916122
1310,8276172
1310,13877192
1310,8293447
1310,10344586
1310,1081177
1310,12263907
1310,1046584
1310,9296855
1310,1082990
1310,8090521
1310,819978
1310,6442594
1310,1042438
1310,901062
1310,914318
1310,837270
1310,5569230
1310,943362
1310,1043751
1310,862682
1310,824193
1310,1085983
1310,6034857
1310,843450
1310,13008079
1310,12810393
1310,13008103
1310,999858
1310,952184
1310,1080215
1310,823565
1310,1133249
1310,1028805
1310,5572234
1310,9368289
1310,1017799
1310,5566923
1310,13775274
1310,1087785
1310,9655528
1310,1100297
1310,835285
1310,977497
1310,972437
1310,996070
1310,9296853
1310,1028938
1310,1004475
1310,13506200
489,986912
489,1019247
489,1022305
489,893042
489,948298
489,1043787
489,12352201
489,1087102
489,901062
489,1131830
489,1138443
489,862010
489,914012
489,5569230
489,1105488
489,923789
489,5569374
489,6391076
489,1135044
489,9245040
489,1116050
489,878996
489,939527
489,883606
489,1056620
489,1023720
489,1010259
489,916993
489,889125
489,979987
489,837208
489,1045288
489,949120
489,9487463
489,8090993
489,1061982
489,837569
489,881853
489,853548
489,949242
489,866828
489,990688
489,1056933
489,1131488
489,1135578
489,9928420
489,5568447
489,1098435
489,6513719
489,10457237
1961,1061228
1961,1106523
1961,935842
1961,5587656
1961,1102003
1961,982790
1961,893018
1961,7442098
1961,1101010
1961,892048
1961,1074754
1961,1050741
1961,1126899
1961,985160
1961,917033
1961,5568729
1961,825365
1961,970605
1961,1119112
1961,1099089
1961,1024998
1961,1067749
1961,9677846
1961,1118547
1961,12301073
1961,916487
1961,861494
1961,1115175
1961,878215
1961,1015380
1961,916122
1961,981601
1961,992529
1961,1037840
1961,868088
1961,12781831
1961,1095242
1961,984671
1961,1026588
1961,1090931
1961,1095040
1961,1101589
1961,1097909
1961,5566674
1961,6773115
1961,9677543
1961,9483753
1961,9655676
1961,9835960
1961,9836693
1179,1056509
1179,1065979
1179,1076769
1179,10143784
1179,6514030
1179,971922
1179,1116050
1179,13008469
1179,883003
1179,827578
1179,7442056
1179,871188
1179,957063
1179,844179
1179,1016800
1179,1132771
1179,908318
1179,1117358
1179,5566309
1179,1101010
1179,857540
1179,6391076
1179,12262978
1179,1044078
1179,5577022
1179,962229
1179,976214
1179,1110797
1179,899624
1179,6514011
1179,985999
1179,944534
1179,7168895
1179,865705
1179,6704207
1179,1065061
1179,1018007
1179,1126895
1179,1018740
1179,835530
1179,890909
1179,1133312
1179,963971
1179,922651
1179,970158
1179,999858
1179,1037089
1179,1005202
1179,1133654
1179,9803545
344,1043534
344,7169091
344,996835
344,1062002
344,948239
344,928342
344,6533936
344,10456152
344,843689
344,1004906
344,901062
344,985160
344,1127831
344,847573
344,7442353
344,13382308
344,1116190
344,1048068
344,890604
344,887474
344,968759
344,1014107
344,888092
344,1005809
344,997580
344,1046584
344,7441210
344,1001675
344,844179
344,999270
344,874972
344,952163
344,925862
344,948650
344,837270
344,861279
344,841220
344,1043751
344,961021
344,885697
344,995358
344,897954
344,1044759
344,1136719
344,6034857
344,1105488
344,5995129
344,7168434
344,6602327
344,13095345
1735,1082990
1735,859426
1735,8090537
1735,8019273
1735,995151
1735,6534902
1735,1056847
1735,890909
1735,912147
1735,965041
1735,850102
1735,1044078
1735,1004906
1735,908318
1735,1016093
1735,972931
1735,13213124
1735,1068719
1735,12810391
1735,1051989
1735,999104
1735,963971
1735,5568729
1735,919681
1735,1062117
1735,871756
1735,10149868
1735,934399
1735,921438
1735,896862
1735,915064
1735,13213358
1735,1054402
1735,950998
1735,1116020
1735,12731436
1735,1108994
1735,833443
1735,862866
1735,883940
1735,849297
1735,863885
1735,944938
1735,8011291
1735,12301100
1735,7025204
1735,942525
1735,1075368
1735,952163
1735,6442594
1277,1106523
1277,8090521
1277,1090884
1277,1006483
1277,8090542
1277,986912
1277,1116635
1277,6514305
1277,1137346
1277,935317
1277,1081177
1277,1009631
1277,13189726
1277,835098
1277,5565202
1277,990256
1277,916122
1277,1013597
1277,843929
1277,7441210
1277,1075214
1277,1010950
1277,8090537
1277,1097001
1277,10456625
1277,1062863
1277,879966
1277,1074754
1277,866211
1277,1128016
1277,851129
1277,1043730
1277,1038663
1277,12810393
1277,1072957
1277,1035207
1277,1068832
1277,820301
1277,1037840
1277,12262992
1277,12132315
1277,12302069
1277,856382
1277,1119946
1277,970747
1277,5568152
1277,5590765
1277,12949855
1277,9419525
1277,13072850
129,1029743
129,1072693
129,888178
129,1075283
129,1126899
129,5592931
129,854405
129,1012587
129,1127831
129,1105488
129,916993
129,1098248
129,839419
129,1048352
129,7167903
129,12810393
129,6424472
129,1128244
129,982009
129,966348
129,878996
129,1124695
129,1001702
129,1130666
129,1082185
129,1070105
129,1046545
129,866871
129,1127025
129,13910296
129,1021519
129,871513
129,879445
129,1121384
129,1134810
129,1106523
129,1004906
129,1029743
129,1106523
129,5569230
129,916122
129,1044078
129,844179
129,1126899
129,1070820
129,1127831
129,866211
129,8090521
129,1004906
129,878996
1821,1106523
1821,983584
1821,8090521
1821,933835
1821,841606
1821,1027068
1821,5569230
1821,5568378
1821,1069103
1821,862070
1821,8090537
1821,1102829
1821,1056212
1821,911974
1821,1035691
1821,1082212
1821,899624
1821,1122358
1821,844179
1821,854852
1821,866211
1821,916829
1821,1012136
1821,1114605
1821,940947
1821,829722
1821,935317
1821,1038985
1821,12524439
1821,1043920
1821,1109014
1821,948650
1821,861279
1821,1043751
1821,1127831
1821,1087605
1821,1101175
1821,1012688
1821,943169
1821,824193
1821,999858
1821,1070272
1821,1048237
1821,1077717
1821,9837404
1821,9835265
1821,6979313
1821,1130375
1821,13906670
1821,13003092
671,847434
671,1029743
671,8273950
671,982790
671,1128016
671,904105
671,1097001
671,1084781
671,1059902
671,949151
671,8273833
671,925178
671,8293447
671,843259
671,879504
671,1008405
671,8276172
671,1137346
671,977559
671,1055155
671,1094833
671,12384953
671,901916
671,1134810
671,8090521
671,1135222
671,969846
671,965267
671,1046545
671,828393
671,899624
671,1074754
671,5569327
671,999270
671,1056509
671,5569230
671,5583751
671,6534578
671,897954
671,936094
671,916122
671,5568378
671,10150194
671,5591083
671,1103657
671,1113438
671,855626
671,823704
671,888054
671,1089888
1187,910673
1187,8116306
1187,1106523
1187,854900
1187,1138487
1187,1054262
1187,879922
1187,995628
1187,982469
1187,845774
1187,969568
1187,1116385
1187,8118676
1187,829563
1187,1013928
1187,856827
1187,1127831
1187,905636
1187,986869
1187,982449
1187,831712
1187,995151
1187,1085138
1187,1101980
1187,1131344
1187,1120970
1187,1027168
1187,947562
1187,7409842
1187,940947
1187,974179
1187,1044078
1187,1026439
1187,907418
1187,12301100
1187,9677851
1187,9677109
1187,1022254
1187,940859
1187,1088555
1187,890695
1187,1025611
1187,962185
1187,925862
1187,883003
1187,1051211
1187,989069
1187,1083787
1187,5568489
1187,1130458
735,1106523
735,1043663
735,949023
735,1121603
735,1041032
735,982469
735,9420177
735,7155012
735,844282
735,896958
735,13841744
735,901062
735,838186
735,988791
735,961792
735,5586797
735,1035207
735,894406
735,1013531
735,841365
735,1067954
735,1041177
735,1041796
735,917427
735,831557
735,999250
735,887984
735,1082185
735,1109042
735,9803295
735,952952
735,951834
735,935460
735,890610
735,9527417
735,13511457
735,1026209
735,910032
735,920740
735,851066
735,884945
735,969744
735,7147142
735,893118
735,957736
735,953465
735,1002850
735,1069538
735,1084796
735,1135258
1366,5566800
1366,1015235
1366,1120594
1366,13381722
1366,6396562
1366,929109
1366,922561
1366,5996610
1366,1068291
1366,1101010
1366,843339
1366,7409663
1366,1081177
1366,1122358
1366,1126899
1366,901062
1366,897954
1366,13213480
1366,856687
1366,943135
1366,834681
1366,839419
1366,1024032
1366,985654
1366,949686
1366,1021377
1366,6463717
1366,1044078
1366,1103147
1366,6463710
1366,854852
1366,985999
1366,1087102
1366,854405
1366,7409874
1366,5592888
1366,860248
1366,821134
1366,13944807
1366,904521
1366,939546
1366,829852
1366,1001475
1366,1001723
1366,1074868
1366,932247
1366,946244
1366,1013928
1366,837270
1366,6464147
1325,999104
1325,8203757
1325,1081177
1325,1030343
1325,928850
1325,913671
1325,1098844
1325,890423
1325,1065849
1325,1057365
1325,13007356
1325,13008412
1325,9553397
1325,837270
1325,1127831
1325,1054483
1325,6602327
1325,1044759
1325,957013
1325,1111763
1325,13671433
1325,1138423
1325,865856
1325,987563
1325,900586
1325,13073175
1325,1116050
1325,14106445
1325,951412
1325,8203351
1325,13007975
1325,12487331
1325,972665
1325,9337958
1325,930118
1325,832001
1325,965842
1325,969725
1325,892048
1325,849544
1325,6633210
1325,909714
1325,1075214
1325,1046756
1325,843689
1325,6602697
1325,1104414
1325,8203342
1325,8203720
1325,9297097
883,9420181
883,1057749
883,8090440
883,1110111
883,1005274
883,9524291
883,998444
883,857503
883,945662
883,951412
883,916122
883,950638
883,872137
883,965772
883,8090513
883,12695224
883,823862
883,961979
883,1042817
883,865718
883,1100972
883,1029549
883,1023720
883,5569471
883,992436
883,847573
883,920425
883,1012627
883,1097139
883,1100096
883,12810422
883,824813
883,1029743
883,1125278
883,951169
883,1128812
883,831888
883,908318
883,945611
883,1046488
883,842630
883,9419443
883,1121393
883,842789
883,1077745
883,1022254
883,1091865
883,1003524
883,12263692
883,866211
290,947798
290,1012587
290,919489
290,7160764
290,857605
290,1108168
290,1013928
290,1029743
290,1085983
290,922561
290,1096635
290,907631
290,1074754
290,889105
290,999779
290,5569230
290,6534480
290,910309
290,12731621
290,1043494
290,1068719
290,871570
290,1127831
290,1083787
290,8090537
290,9913449
290,1132771
290,5568378
290,922753
290,831728
290,1038981
290,8090519
290,8090521
290,971922
290,5569845
290,1118033
290,8069336
290,993638
290,5590465
290,1110964
290,1051323
290,885863
290,882190
290,947858
290,1128240
290,13876914
290,995628
290,6423911
290,1053282
290,8118967
1854,5565086
1854,1055504
1854,9245046
1854,957736
1854,15659908
1854,897922
1854,1072693
1854,956127
1854,886291
1854,949830
1854,10457590
1854,1062002
1854,1127831
1854,938300
1854,9419961
1854,9220230
1854,827332
1854,867389
1854,919423
1854,1071713
1854,1110409
1854,872092
1854,980984
1854,1001266
1854,849544
1854,903350
1854,9553288
1854,1127179
1854,1046756
1854,998119
1854,863632
1854,12988031
1854,1069897
1854,1044873
1854,6463943
1854,9245315
1854,5576075
1854,917732
1854,980246
1854,13775274
1854,1094190
1854,1013947
1854,855904
1854,6034991
1854,1101445
1854,7128018
1854,9707498
1854,1097418
1854,1004906
1854,1118244
1781,878996
1781,847207
1781,862930
1781,930118
1781,1057102
1781,934399
1781,1127831
1781,1105488
1781,944137
1781,851569
1781,1118890
1781,1013531
1781,6979545
1781,823775
1781,15596834
1781,854852
1781,995478
1781,1119405
1781,10307180
1781,916122
1781,1098363
1781,6633224
1781,1009187
1781,1031316
1781,12183528
1781,949257
1781,1123772
1781,1104898
1781,13093050
1781,13416117
1781,980353
1781,909067
1781,875306
1781,6034780
1781,972445
1781,883268
1781,1130729
1781,918683
1781,999198
1781,952163
1781,925862
1781,932863
1781,857006
1781,1076056
1781,972191
1781,854405
1781,1135476
1781,943362
1781,5568729
1781,12262830
2381,8203720
2381,916122
2381,844179
2381,1045790
2381,944534
2381,930009
2381,854405
2381,937343
2381,938607
2381,1089986
2381,1021519
2381,890695
2381,5570408
2381,910673
2381,1131344
2381,906864
2381,9546982
2381,1110039
2381,5569209
2381,1070702
2381,8203753
2381,9245106
2381,963862
2381,1072523
2381,863447
2381,874972
2381,969866
2381,1083787
2381,9796011
2381,1109948
2381,960075
2381,980259
2381,941883
2381,981628
2381,848029
2381,8090613
2381,1070272
2381,978879
2381,1009187
2381,880530
2381,1103629
2381,13213186
2381,9677435
2381,1058214
2381,1135513
2381,5568378
2381,12132315
2381,12262533
2381,14106445
2381,13380681
1890,1061982
1890,1126899
1890,6039759
1890,916122
1890,1003616
1890,1046957
1890,951313
1890,1131217
1890,891961
1890,907099
1890,872137
1890,1127831
1890,842522
1890,1000237
1890,1115576
1890,951412
1890,9677949
1890,1010766
1890,1092303
1890,1027090
1890,909714
1890,995478
1890,1127179
1890,837270
1890,1101706
1890,1057102
1890,1030589
1890,1087605
1890,1119405
1890,859427
1890,897954
1890,1019992
1890,1010185
1890,921504
1890,903800
1890,13877192
1890,6602705
1890,1117690
1890,899565
1890,848107
1890,901666
1890,920155
1890,852846
1890,935726
1890,1093268
1890,857348
1890,1103629
1890,862725
1890,7410071
1890,10121561
853,9859017
853,911017
853,6904485
853,1001369
853,6396174
853,12171656
853,927560
853,5572987
853,1051046
853,1082990
853,6602729
853,998876
853,862010
853,1130694
853,1043787
853,865334
853,1013807
853,871722
853,7169070
853,1136322
853,1017711
853,835351
853,1137484
853,916122
853,970202
853,1005274
853,961979
853,958208
853,911614
853,6633342
853,909647
853,837644
853,892573
853,944929
853,13007356
853,1126899
853,1125278
853,12132034
853,7443450
853,1003257
853,951412
853,1080853
853,897083
853,1096629
853,1046816
853,953464
853,7467076
853,985999
853,904833
853,823862
2158,951412
2158,926033
2158,868888
2158,986912
2158,1136375
2158,8203782
2158,1135476
2158,1127831
2158,844697
2158,961979
2158,1015474
2158,829323
2158,880150
2158,1129914
2158,962991
2158,5981072
2158,1061732
2158,7410017
2158,1116770
2158,917816
2158,871611
2158,8290421
2158,913210
2158,5568729
2158,887102
2158,12301109
2158,1118244
2158,5564906
2158,868909
2158,871337
2158,5566735
2158,957013
2158,6034857
2158,958233
2158,825343
2158,8203342
2158,1054262
2158,998119
2158,841762
2158,1048325
2158,1059229
2158,5564634
2158,9837065
2158,1068451
2158,5566752
2158,1116596
2158,1071244
2158,5568382
2158,6424472
2158,1102949
1530,936830
1530,999104
1530,938300
1530,1091380
1530,824758
1530,903800
1530,1070497
1530,9419444
1530,1081177
1530,5570882
1530,838769
1530,1076724
1530,1088584
1530,1042915
1530,907099
1530,13071901
1530,1055504
1530,866211
1530,1051516
1530,1135476
1530,1019643
1530,1057102
1530,1020208
1530,1057350
1530,885023
1530,1012941
1530,995639
1530,971790
1530,932424
1530,862725
1530,15972905
1530,1061203
1530,1094280
1530,873499
1530,1001412
1530,951412
1530,947326
1530,874853
1530,1046488
1530,1063876
1530,12524266
1530,930803
1530,918635
1530,918994
1530,930118
1530,998912
1530,1024306
1530,1049372
1530,1102067
1530,12298966
2129,1029743
2129,1050851
2129,1081177
2129,5569471
2129,12810393
2129,981086
